ID,Text Sample,Length,Word Count,Average Word Length,Vowel Count,Consonant Count,Unique Words,Stop Words Count,Special Characters,Digit Count,Punctuation Count,Uppercase Count,Lowercase Count,Has Accents,Has Diacritics,Character Diversity,Language Family,Script Type,Language
204,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Latin,Chinese
205,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Austroasiatic,Arabic,Vietnamese
206,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Indo-European,Logographic,English
207,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Austroasiatic,Arabic,Hindi
208,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Logographic,French
209,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Altaic,Logographic,Portuguese
210,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Altaic,Arabic,English
211,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Latin,French
212,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Afro-Asiatic,Cyrillic,English
213,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Indo-European,Cyrillic,Korean
214,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Sino-Tibetan,Hangul,Korean
215,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Arabic,Russian
216,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Austroasiatic,Cyrillic,Korean
217,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Indo-European,Arabic,Italian
218,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Hangul,Portuguese
219,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Hangul,Chinese
220,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Devanagari,Vietnamese
221,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Arabic,Chinese
222,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Arabic,Japanese
223,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Cyrillic,Korean
224,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Arabic,Thai
225,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Altaic,Latin,Danish
226,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Indo-European,Logographic,German
227,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Arabic,Portuguese
228,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Indo-European,Hangul,French
229,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Chinese
230,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Altaic,Cyrillic,English
231,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Indo-European,Devanagari,Danish
232,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Altaic,Latin,French
233,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Logographic,Hindi
234,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Arabic,Spanish
235,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Indo-European,Devanagari,French
236,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Devanagari,Korean
237,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Arabic,Chinese
238,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Indo-European,Logographic,French
239,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Logographic,Vietnamese
240,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Logographic,French
241,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Indo-European,Cyrillic,Vietnamese
242,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Sino-Tibetan,Devanagari,Danish
243,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Hangul,Chinese
244,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Cyrillic,Portuguese
245,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Hangul,Chinese
246,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Afro-Asiatic,Devanagari,Vietnamese
247,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Thai
248,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Afro-Asiatic,Latin,Spanish
249,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Afro-Asiatic,Cyrillic,Korean
250,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Devanagari,Chinese
251,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Arabic
252,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Afro-Asiatic,Arabic,Hindi
253,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Japanese
254,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Austroasiatic,Logographic,Arabic
255,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Logographic,Chinese
256,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Indo-European,Devanagari,Hindi
257,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Sino-Tibetan,Devanagari,French
258,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Indo-European,Logographic,Arabic
259,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Latin,Italian
260,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Devanagari,Russian
261,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Arabic,Chinese
262,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Altaic,Latin,English
263,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Sino-Tibetan,Hangul,Hindi
264,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Hangul,Korean
265,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Afro-Asiatic,Hangul,German
266,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Hangul,Japanese
267,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Hangul,French
268,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Arabic,Hindi
269,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Medium,Sino-Tibetan,Hangul,German
270,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Afro-Asiatic,Cyrillic,Portuguese
271,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Austroasiatic,Arabic,English
272,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Altaic,Arabic,Arabic
273,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Arabic,Portuguese
274,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Logographic,Hindi
275,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Arabic
276,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Cyrillic,Vietnamese
277,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Chinese
278,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Indo-European,Logographic,Korean
279,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Korean
280,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Latin,Japanese
281,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Austroasiatic,Hangul,English
282,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Altaic,Hangul,Vietnamese
283,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Latin,Portuguese
284,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
285,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Austroasiatic,Latin,Portuguese
286,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Altaic,Cyrillic,Russian
287,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Austroasiatic,Latin,Hindi
288,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Thai
289,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Japanese
290,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Austroasiatic,Cyrillic,Spanish
291,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Austroasiatic,Hangul,Danish
292,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Indo-European,Hangul,Thai
293,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Arabic,Korean
294,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,High,Altaic,Arabic,Hindi
295,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Devanagari,Vietnamese
296,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,High,Afro-Asiatic,Latin,Hindi
297,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Cyrillic,Russian
298,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Austroasiatic,Devanagari,Portuguese
299,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Austroasiatic,Hangul,Portuguese
300,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Indo-European,Latin,Russian
301,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Hangul,Korean
302,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Indo-European,Latin,English
303,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Hangul,Thai
304,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Altaic,Logographic,Danish
305,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Indo-European,Cyrillic,French
306,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Altaic,Logographic,Portuguese
307,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Sino-Tibetan,Hangul,French
308,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Indo-European,Devanagari,English
309,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Japanese
310,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Chinese
311,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Sino-Tibetan,Hangul,Spanish
312,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Indo-European,Devanagari,Italian
313,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Devanagari,French
314,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Logographic,French
315,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Devanagari,Vietnamese
316,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Chinese
317,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Devanagari,Spanish
318,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Cyrillic,Thai
319,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Latin,Portuguese
320,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Latin,Japanese
321,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Devanagari,Chinese
322,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Afro-Asiatic,Cyrillic,Korean
323,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Arabic,Korean
324,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Japanese
325,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,High,Austroasiatic,Arabic,Vietnamese
326,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Japanese
327,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Thai
328,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Altaic,Arabic,Arabic
329,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Indo-European,Logographic,Hindi
330,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Korean
331,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Thai
332,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Devanagari,Portuguese
333,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Indo-European,Devanagari,German
334,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Sino-Tibetan,Arabic,Portuguese
335,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
336,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Indo-European,Arabic,Spanish
337,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Indo-European,Logographic,Portuguese
338,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Afro-Asiatic,Hangul,Russian
339,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
340,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Sino-Tibetan,Hangul,English
341,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Hindi
342,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Altaic,Cyrillic,Russian
343,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Indo-European,Hangul,Korean
344,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Latin,French
345,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Indo-European,Cyrillic,Portuguese
346,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Cyrillic,Japanese
347,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Hangul,Chinese
348,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
349,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Chinese
350,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Latin,Japanese
351,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Latin,Spanish
352,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Hangul,Chinese
353,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Altaic,Hangul,Hindi
354,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Chinese
355,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Chinese
356,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Latin,Japanese
357,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Sino-Tibetan,Cyrillic,Vietnamese
358,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Arabic,Chinese
359,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Sino-Tibetan,Cyrillic,Vietnamese
360,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Sino-Tibetan,Latin,Russian
361,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Hangul,Portuguese
362,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Arabic,Japanese
363,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Hindi
364,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Altaic,Cyrillic,Russian
365,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Logographic,Spanish
366,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Altaic,Arabic,Russian
367,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Logographic,French
368,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Chinese
369,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Korean
370,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Sino-Tibetan,Logographic,German
371,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Afro-Asiatic,Hangul,Russian
372,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Low,Afro-Asiatic,Cyrillic,Danish
373,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Austroasiatic,Latin,Thai
374,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Indo-European,Latin,German
375,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Indo-European,Cyrillic,English
376,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Altaic,Logographic,French
377,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Cyrillic,Vietnamese
378,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Thai
379,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Afro-Asiatic,Hangul,Danish
380,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Indo-European,Hangul,English
381,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Indo-European,Latin,Hindi
382,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Indo-European,Logographic,English
383,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Hangul,Japanese
384,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,High,Austroasiatic,Devanagari,French
385,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Sino-Tibetan,Cyrillic,Vietnamese
386,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Latin,Portuguese
387,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
388,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Arabic,Thai
389,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Latin,Vietnamese
390,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Austroasiatic,Logographic,Russian
391,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Thai
392,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Devanagari,Japanese
393,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Sino-Tibetan,Latin,Danish
394,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Austroasiatic,Logographic,German
395,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Chinese
396,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Indo-European,Latin,Vietnamese
397,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Indo-European,Cyrillic,Arabic
398,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Austroasiatic,Hangul,German
399,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Altaic,Hangul,English
400,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Afro-Asiatic,Latin,English
401,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Hangul,Portuguese
402,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Indo-European,Arabic,Arabic
403,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Latin,Chinese
404,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Sino-Tibetan,Cyrillic,Russian
405,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Low,Indo-European,Arabic,French
406,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Indo-European,Devanagari,Portuguese
407,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Altaic,Hangul,Korean
408,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Altaic,Arabic,Russian
